"","dynamicColors","mergedColors"
"AURKA","green","green"
"AURKAIP1","yellow","yellow"
"AURKB","green","green"
"AURKC","yellow","yellow"
"AUTS2","grey","grey"
"AVEN","blue","blue"
"AVIL","grey","grey"
"AVL9","turquoise","turquoise"
"AVPI1","turquoise","turquoise"
"AVPR1A","tan","tan"
"AVPR2","greenyellow","greenyellow"
"AWAT2","brown","brown"
"AXIN1","purple","purple"
"AXIN2","brown","brown"
"AXL","black","black"
"AZGP1","green","green"
"AZIN1","cyan","cyan"
"AZU1","purple","purple"
"B2M","lightcyan","lightcyan"
"B3GALNT1","yellow","yellow"
"B3GALNT2","purple","purple"
"B3GALT1","tan","tan"
"B3GALT2","red","magenta"
"B3GALT4","yellow","yellow"
"B3GALT5","turquoise","turquoise"
"B3GALT6","yellow","yellow"
"B3GAT1","red","magenta"
"B3GAT2","turquoise","turquoise"
"B3GAT3","yellow","yellow"
"B3GNT3","pink","pink"
"B3GNT4","brown","brown"
"B3GNT5","pink","pink"
"B3GNT7","brown","brown"
"B3GNT8","green","green"
"B3GNT9","black","black"
"B3GNTL1","yellow","yellow"
"B4GALNT1","brown","brown"
"B4GALNT2","grey","grey"
"B4GALNT3","grey","grey"
"B4GALNT4","yellow","yellow"
"B4GALT1","grey","grey"
"B4GALT2","blue","blue"
"B4GALT3","turquoise","turquoise"
"B4GALT4","grey","grey"
"B4GALT5","purple","purple"
"B4GALT6","turquoise","turquoise"
"B4GALT7","yellow","yellow"
"B9D1","turquoise","turquoise"
"B9D2","yellow","yellow"
"BAALC","grey","grey"
"BAAT","grey","grey"
"BACE1","black","black"
"BACE2","pink","pink"
"BACH1","turquoise","turquoise"
"BACH2","pink","pink"
"BAD","yellow","yellow"
"BAG1","purple","purple"
"BAG2","pink","pink"
"BAG3","grey","grey"
"BAG4","turquoise","turquoise"
"BAHCC1","pink","pink"
"BAIAP2","yellow","yellow"
"BAIAP2L1","grey","grey"
"BAIAP2L2","blue","blue"
"BAIAP3","purple","purple"
"BAK1","brown","brown"
"BAMBI","grey","grey"
"BANF1","turquoise","turquoise"
"BANK1","red","magenta"
"BANP","yellow","yellow"
"BARD1","turquoise","turquoise"
"BARX1","pink","pink"
"BARX2","grey","grey"
"BASP1","grey","grey"
"BATF","yellow","yellow"
"BATF2","lightcyan","lightcyan"
"BATF3","red","magenta"
"BAX","yellow","yellow"
"BAZ1A","turquoise","turquoise"
"BAZ2A","turquoise","turquoise"
"BAZ2B","turquoise","turquoise"
"BBC3","yellow","yellow"
"BBOX1","pink","pink"
"BBS10","turquoise","turquoise"
"BBS12","blue","blue"
"BBS1","brown","brown"
"BBS2","blue","blue"
"BBS4","brown","brown"
"BBS5","brown","brown"
"BBS7","turquoise","turquoise"
"BBX","turquoise","turquoise"
"BCAM","brown","brown"
"BCAN","grey","grey"
"BCAP29","grey","grey"
"BCAP31","turquoise","turquoise"
"BCAR1","yellow","yellow"
"BCAR3","green","green"
"BCAS1","brown","brown"
"BCAS3","turquoise","turquoise"
"BCAS4","turquoise","turquoise"
"BCAT1","magenta","magenta"
"BCAT2","purple","purple"
"BCDIN3D","brown","brown"
"BCHE","tan","tan"
"BCKDHA","yellow","yellow"
"BCKDHB","blue","blue"
"BCKDK","purple","purple"
"BCL11A","pink","pink"
"BCL11B","red","magenta"
"BCL2","brown","brown"
"BCL2A1","red","magenta"
"BCL2L10","brown","brown"
"BCL2L11","turquoise","turquoise"
"BCL2L12","blue","blue"
"BCL2L13","yellow","yellow"
"BCL2L14","red","magenta"
"BCL2L15","grey","grey"
"BCL2L2","blue","blue"
"BCL3","turquoise","turquoise"
"BCL6","green","green"
"BCL6B","greenyellow","greenyellow"
"BCL7A","magenta","magenta"
"BCL7C","purple","purple"
"BCL9","turquoise","turquoise"
"BCL9L","grey","grey"
"BCO2","grey","grey"
"BCOR","turquoise","turquoise"
"BCORL1","turquoise","turquoise"
"BCS1L","turquoise","turquoise"
"BDH1","black","black"
"BDH2","green","green"
"BDKRB1","grey","grey"
"BDKRB2","black","black"
"BDNF","grey","grey"
"BDP1","blue","blue"
"BEAN1","black","black"
"BECN1","brown","brown"
"BEGAIN","yellow","yellow"
"BEND3","green","green"
"BEND4","red","magenta"
"BEND5","green","green"
"BEND6","black","black"
"BEND7","pink","pink"
"BEST1","magenta","magenta"
"BEST3","grey","grey"
"BEST4","turquoise","turquoise"
"BEX1","brown","brown"
"BEX2","grey","grey"
"BEX4","green","green"
"BEX5","grey","grey"
"BFSP1","grey","grey"
"BFSP2","red","magenta"
"BGLAP","turquoise","turquoise"
"BGN","black","black"
"BHLHA15","grey","grey"
"BHLHB9","turquoise","turquoise"
"BHLHE22","red","magenta"
"BHLHE40","brown","brown"
"BHLHE41","black","black"
"BHMT2","tan","tan"
"BHMT","greenyellow","greenyellow"
"BICC1","black","black"
"BICD1","pink","pink"
"BID","blue","blue"
"BIK","purple","purple"
"BIN1","magenta","magenta"
"BIN2","red","magenta"
"BIN3","turquoise","turquoise"
"BIRC3","red","magenta"
"BIRC5","green","green"
"BIRC6","turquoise","turquoise"
"BIRC7","magenta","magenta"
"BIVM","pink","pink"
"BLK","red","magenta"
"BLM","green","green"
"BLMH","grey","grey"
"BLNK","magenta","magenta"
"BLOC1S1","turquoise","turquoise"
"BLVRA","purple","purple"
"BLVRB","purple","purple"
"BLZF1","blue","blue"
"BMF","grey","grey"
"BMI1","blue","blue"
"BMP1","black","black"
"BMP2","pink","pink"
"BMP2K","turquoise","turquoise"
"BMP3","grey","grey"
"BMP4","black","black"
"BMP5","pink","pink"
"BMP6","red","magenta"
"BMP7","black","black"
"BMP8A","black","black"
"BMP8B","turquoise","turquoise"
"BMPER","greenyellow","greenyellow"
"BMPR1A","turquoise","turquoise"
"BMPR1B","blue","blue"
"BMPR2","turquoise","turquoise"
"BMX","greenyellow","greenyellow"
"BNC1","pink","pink"
"BNC2","black","black"
"BNIP3","grey","grey"
"BNIP3L","blue","blue"
"BNIPL","green","green"
"BOC","pink","pink"
"BOK","yellow","yellow"
"BOLA1","turquoise","turquoise"
"BOLA2","turquoise","turquoise"
"BOLA3","turquoise","turquoise"
"BOP1","yellow","yellow"
"BPHL","grey","grey"
"BPI","pink","pink"
"BPNT1","grey","grey"
"BPTF","turquoise","turquoise"
"BRAF","turquoise","turquoise"
"BRCA1","green","green"
"BRCA2","green","green"
"BRD3","turquoise","turquoise"
"BRD7","green","green"
"BRDT","brown","brown"
"BRF1","yellow","yellow"
"BRF2","grey","grey"
"BRI3","blue","blue"
"BRI3BP","green","green"
"BRIP1","green","green"
"BRIX1","green","green"
"BRMS1","turquoise","turquoise"
"BRPF3","turquoise","turquoise"
"BRSK1","yellow","yellow"
"BRSK2","grey","grey"
"BRWD1","turquoise","turquoise"
"BRWD3","turquoise","turquoise"
"BSCL2","turquoise","turquoise"
"BSG","turquoise","turquoise"
"BSN","blue","blue"
"BSND","blue","blue"
"BSPRY","grey","grey"
"BST1","magenta","magenta"
"BST2","lightcyan","lightcyan"
"BTAF1","turquoise","turquoise"
"BTBD11","tan","tan"
"BTBD16","grey","grey"
"BTBD18","grey","grey"
"BTBD19","black","black"
"BTBD2","yellow","yellow"
"BTBD3","purple","purple"
"BTBD6","yellow","yellow"
"BTBD7","turquoise","turquoise"
"BTBD8","turquoise","turquoise"
"BTC","turquoise","turquoise"
"BTD","green","green"
"BTF3","midnightblue","midnightblue"
"BTG1","red","magenta"
"BTG2","green","green"
"BTG3","pink","pink"
"BTK","magenta","magenta"
"BTLA","red","magenta"
"BTN1A1","red","magenta"
"BTN2A2","red","magenta"
"BTN3A1","red","magenta"
"BTN3A2","red","magenta"
"BTN3A3","red","magenta"
"BTNL8","red","magenta"
"BTNL9","greenyellow","greenyellow"
"BTRC","brown","brown"
"BUB1","green","green"
"BUB1B","green","green"
"BUB3","pink","pink"
"BUD31","turquoise","turquoise"
"BVES","pink","pink"
"BYSL","blue","blue"
"BZW1","blue","blue"
"BZW2","grey","grey"
"C10orf105","red","magenta"
"C10orf55","black","black"
"C10orf67","grey","grey"
"C10orf82","brown","brown"
"C10orf90","pink","pink"
"C10orf95","yellow","yellow"
"C11orf1","green","green"
"C11orf16","grey","grey"
"C11orf21","red","magenta"
"C11orf24","blue","blue"
"C11orf42","turquoise","turquoise"
"C11orf45","magenta","magenta"
"C11orf49","turquoise","turquoise"
"C11orf52","green","green"
"C11orf53","black","black"
"C11orf54","blue","blue"
"C11orf65","grey","grey"
"C11orf71","grey","grey"
"C11orf74","grey","grey"
"C11orf80","grey","grey"
"C11orf87","black","black"
"C11orf88","grey","grey"
"C11orf95","pink","pink"
"C12orf10","purple","purple"
"C12orf42","red","magenta"
"C12orf45","turquoise","turquoise"
"C12orf49","turquoise","turquoise"
"C12orf54","grey","grey"
"C12orf57","turquoise","turquoise"
"C12orf60","grey","grey"
"C12orf65","turquoise","turquoise"
"C12orf66","blue","blue"
"C12orf71","grey","grey"
"C12orf73","tan","tan"
"C12orf74","red","magenta"
"C12orf75","grey","grey"
"C12orf76","brown","brown"
"C14orf132","black","black"
"C14orf178","grey","grey"
"C14orf180","salmon","salmon"
"C14orf28","green","green"
"C14orf39","grey","grey"
"C15orf39","brown","brown"
"C15orf40","turquoise","turquoise"
"C15orf41","brown","brown"
"C15orf48","grey","grey"
"C15orf61","turquoise","turquoise"
"C15orf62","grey","grey"
"C16orf46","brown","brown"
"C16orf54","red","magenta"
"C16orf58","purple","purple"
"C16orf71","brown","brown"
"C16orf74","purple","purple"
"C16orf86","yellow","yellow"
"C16orf87","green","green"
"C16orf89","green","green"
"C16orf91","purple","purple"
"C17orf100","grey","grey"
"C17orf107","green","green"
"C17orf49","turquoise","turquoise"
"C17orf50","grey","grey"
"C17orf53","green","green"
"C17orf58","brown","brown"
"C17orf64","grey","grey"
"C17orf67","grey","grey"
"C17orf75","red","magenta"
"C17orf80","turquoise","turquoise"
"C17orf97","brown","brown"
"C17orf99","red","magenta"
"C18orf21","turquoise","turquoise"
"C18orf25","turquoise","turquoise"
"C18orf32","red","magenta"
"C18orf54","green","green"
"C19orf18","purple","purple"
"C19orf25","yellow","yellow"
"C19orf33","grey","grey"
"C19orf38","magenta","magenta"
"C19orf44","yellow","yellow"
"C19orf47","blue","blue"
"C19orf48","blue","blue"
"C19orf53","turquoise","turquoise"
"C19orf54","purple","purple"
"C19orf57","yellow","yellow"
"C19orf71","purple","purple"
"C19orf73","turquoise","turquoise"
"C1D","grey","grey"
"C1GALT1","purple","purple"
"C1orf112","green","green"
"C1orf115","grey","grey"
"C1orf116","pink","pink"
"C1orf122","turquoise","turquoise"
"C1orf127","magenta","magenta"
"C1orf131","green","green"
"C1orf159","yellow","yellow"
"C1orf162","magenta","magenta"
"C1orf194","brown","brown"
"C1orf198","brown","brown"
"C1orf210","grey","grey"
"C1orf21","green","green"
"C1orf226","grey","grey"
"C1orf35","turquoise","turquoise"
"C1orf53","turquoise","turquoise"
"C1orf54","magenta","magenta"
"C1orf56","turquoise","turquoise"
"C1orf61","blue","blue"
"C1orf74","turquoise","turquoise"
"C1QA","magenta","magenta"
"C1QB","magenta","magenta"
"C1QBP","blue","blue"
"C1QC","magenta","magenta"
"C1QL1","grey","grey"
"C1QL2","pink","pink"
"C1QL3","grey","grey"
"C1QL4","brown","brown"
"C1QTNF1","black","black"
"C1QTNF2","greenyellow","greenyellow"
"C1QTNF3","black","black"
"C1QTNF4","yellow","yellow"
"C1QTNF6","black","black"
"C1QTNF7","black","black"
"C1QTNF9","salmon","salmon"
"C1QTNF9B","grey","grey"
"C1R","black","black"
"C1RL","grey","grey"
"C1S","black","black"
"C20orf194","tan","tan"
"C20orf202","grey","grey"
"C20orf203","grey","grey"
"C20orf27","blue","blue"
"C20orf96","purple","purple"
"C21orf58","yellow","yellow"
"C21orf62","grey","grey"
"C21orf91","pink","pink"
"C22orf15","grey","grey"
"C22orf23","pink","pink"
"C22orf31","grey","grey"
"C22orf39","grey","grey"
"C2","magenta","magenta"
"C2CD2","salmon","salmon"
"C2CD2L","purple","purple"
"C2CD3","turquoise","turquoise"
"C2CD4A","grey","grey"
"C2CD4B","greenyellow","greenyellow"
"C2CD4C","green","green"
"C2CD4D","blue","blue"
"C2orf15","brown","brown"
"C2orf16","blue","blue"
"C2orf50","brown","brown"
"C2orf66","grey","grey"
"C2orf69","yellow","yellow"
"C2orf72","grey","grey"
"C2orf73","brown","brown"
"C2orf74","grey","grey"
"C2orf76","grey","grey"
"C2orf81","purple","purple"
"C2orf88","red","magenta"
"C3","magenta","magenta"
"C3AR1","magenta","magenta"
"C3orf14","grey","grey"
"C3orf18","green","green"
"C3orf33","grey","grey"
"C3orf49","grey","grey"
"C3orf52","brown","brown"
"C3orf62","grey","grey"
"C3orf67","green","green"
"C3orf70","tan","tan"
"C4A","green","green"
"C4BPA","pink","pink"
"C4BPB","grey","grey"
"C4orf19","grey","grey"
"C4orf33","grey","grey"
"C4orf36","blue","blue"
"C4orf46","green","green"
"C4orf47","grey","grey"
"C4orf48","yellow","yellow"
"C4orf50","red","magenta"
"C5","blue","blue"
"C5AR1","magenta","magenta"
"C5orf24","blue","blue"
"C5orf30","brown","brown"
"C5orf34","green","green"
"C5orf38","yellow","yellow"
"C5orf46","black","black"
"C5orf47","grey","grey"
"C5orf49","brown","brown"
"C5orf58","red","magenta"
"C6","salmon","salmon"
"C6orf120","blue","blue"
"C6orf132","grey","grey"
"C6orf136","turquoise","turquoise"
"C6orf141","grey","grey"
"C6orf15","pink","pink"
"C6orf163","grey","grey"
"C6orf201","green","green"
"C6orf223","brown","brown"
"C6orf226","yellow","yellow"
"C6orf52","grey","grey"
"C7","greenyellow","greenyellow"
"C7orf31","red","magenta"
"C7orf50","yellow","yellow"
"C7orf57","brown","brown"
"C7orf61","blue","blue"
"C8G","turquoise","turquoise"
"C8orf33","yellow","yellow"
"C8orf34","grey","grey"
"C8orf37","turquoise","turquoise"
"C8orf48","black","black"
"C8orf58","turquoise","turquoise"
"C8orf76","cyan","cyan"
"C8orf86","magenta","magenta"
"TMEM249","yellow","yellow"
"C9orf116","brown","brown"
"C9orf129","turquoise","turquoise"
"C9orf131","grey","grey"
"C9orf152","brown","brown"
"C9orf153","grey","grey"
"C9orf16","turquoise","turquoise"
"C9orf24","turquoise","turquoise"
"C9orf40","green","green"
"C9orf43","grey","grey"
"C9orf50","turquoise","turquoise"
"C9orf64","brown","brown"
"C9orf72","turquoise","turquoise"
"CA11","grey","grey"
"CA12","brown","brown"
"CA13","pink","pink"
"CA14","grey","grey"
"CA2","grey","grey"
"CA3","pink","pink"
"CA4","salmon","salmon"
"CA5B","tan","tan"
"CA8","grey","grey"
"CA9","brown","brown"
"CAB39L","blue","blue"
"CABLES1","grey","grey"
"CABLES2","green","green"
"CABP1","greenyellow","greenyellow"
"CABP4","green","green"
"CABP7","grey","grey"
"CABYR","grey","grey"
"CACHD1","tan","tan"
"CACNA1A","red","magenta"
"CACNA1B","brown","brown"
"CACNA1C","tan","tan"
"CACNA1D","brown","brown"
"CACNA1E","red","magenta"
"CACNA1F","green","green"
"CACNA1G","black","black"
"CACNA1H","brown","brown"
"CACNA1I","grey","grey"
"CACNA2D1","turquoise","turquoise"
"CACNA2D2","brown","brown"
"CACNA2D3","greenyellow","greenyellow"
"CACNA2D4","magenta","magenta"
"CACNB1","grey","grey"
"CACNB2","green","green"
"CACNB3","yellow","yellow"
"CACNB4","tan","tan"
"CACNG1","brown","brown"
"CACNG4","brown","brown"
"CACNG6","grey","grey"
"CACYBP","green","green"
"CAD","brown","brown"
"CADM1","grey","grey"
"CADM2","blue","blue"
"CADM3","greenyellow","greenyellow"
"CADM4","yellow","yellow"
"CADPS2","blue","blue"
"CADPS","black","black"
"CAGE1","brown","brown"
"CALB1","grey","grey"
"CALB2","pink","pink"
"CALCOCO1","green","green"
"CALCOCO2","blue","blue"
"CALCR","magenta","magenta"
"CALCRL","greenyellow","greenyellow"
"CALD1","black","black"
"CALHM1","grey","grey"
"CALHM2","magenta","magenta"
"CALHM3","grey","grey"
"CALML3","greenyellow","greenyellow"
"CALML4","turquoise","turquoise"
"CALML5","blue","blue"
"CALML6","yellow","yellow"
"CALN1","tan","tan"
"CALR3","grey","grey"
"CALR","blue","blue"
"CALU","pink","pink"
"CAMK1","green","green"
"CAMK1D","magenta","magenta"
"CAMK1G","magenta","magenta"
"CAMK2A","black","black"
"CAMK2B","grey","grey"
"CAMK2D","magenta","magenta"
"CAMK2N1","brown","brown"
"CAMK2N2","grey","grey"
"CAMK4","red","magenta"
"CAMKK1","grey","grey"
"CAMKV","brown","brown"
"CAMP","grey","grey"
"CAMTA1","blue","blue"
"CAMTA2","green","green"
"CAND1","turquoise","turquoise"
"CAND2","pink","pink"
"CANT1","red","magenta"
"CANX","turquoise","turquoise"
"CAP2","blue","blue"
"CAPG","turquoise","turquoise"
"CAPN10","yellow","yellow"
"CAPN11","greenyellow","greenyellow"
"CAPN12","turquoise","turquoise"
"CAPN13","brown","brown"
"CAPN14","grey","grey"
"CAPN1","yellow","yellow"
"CAPN2","grey","grey"
"CAPN3","red","magenta"
"CAPN5","tan","tan"
"CAPN6","pink","pink"
"CAPN7","turquoise","turquoise"
"CAPN8","brown","brown"
"CAPN9","brown","brown"
"CAPNS2","pink","pink"
"CAPRIN1","turquoise","turquoise"
"CAPRIN2","grey","grey"
"CAPS2","blue","blue"
"CAPS","yellow","yellow"
"CAPSL","brown","brown"
"CARD10","green","green"
"CARD11","magenta","magenta"
"CARD14","grey","grey"
"CARD16","red","magenta"
"CARD6","magenta","magenta"
"CARD8","red","magenta"
"CARD9","magenta","magenta"
"CARHSP1","turquoise","turquoise"
"CARNS1","grey","grey"
"CARS2","blue","blue"
"CASC1","brown","brown"
"CASC3","turquoise","turquoise"
"CASC4","blue","blue"
"CASD1","blue","blue"
"CASK","yellow","yellow"
"CASKIN1","magenta","magenta"
"CASKIN2","yellow","yellow"
"CASP10","red","magenta"
"CASP14","green","green"
"CASP1","magenta","magenta"
"CASP4","magenta","magenta"
"CASP5","magenta","magenta"
"CASP6","grey","grey"
"CASP7","magenta","magenta"
"CASP8","red","magenta"
"CASP8AP2","turquoise","turquoise"
"CASQ1","green","green"
"CASQ2","greenyellow","greenyellow"
"CASS4","magenta","magenta"
"CAST","blue","blue"
"CASZ1","blue","blue"
"CAT","turquoise","turquoise"
"CATSPER1","magenta","magenta"
"CATSPER2","grey","grey"
"CATSPER3","purple","purple"
"CATSPERB","grey","grey"
"CATSPERG","green","green"
"CAV1","greenyellow","greenyellow"
"CAV2","tan","tan"
"CBFA2T3","grey","grey"
"CBFB","purple","purple"
"CBL","turquoise","turquoise"
"CBLC","grey","grey"
"CBLN1","tan","tan"
"CBLN2","grey","grey"
"CBLN3","grey","grey"
"CBLN4","green","green"
"CBR1","blue","blue"
"CBR3","blue","blue"
"CBR4","blue","blue"
"CBS","blue","blue"
"CBWD1","grey","grey"
"CBWD2","grey","grey"
"CBWD3","grey","grey"
"CBWD5","grey","grey"
"CBWD6","grey","grey"
"CBX1","green","green"
"CBX2","green","green"
"CBX4","yellow","yellow"
"CBX5","turquoise","turquoise"
"CBX6","turquoise","turquoise"
"CBX7","green","green"
"CBX8","yellow","yellow"
"CBY1","turquoise","turquoise"
"CC2D1A","yellow","yellow"
"CC2D2A","blue","blue"
"CC2D2B","greenyellow","greenyellow"
"CCBE1","black","black"
"CCDC102A","blue","blue"
"CCDC102B","tan","tan"
"CCDC103","brown","brown"
"CCDC106","purple","purple"
"CCDC107","turquoise","turquoise"
"CCDC110","blue","blue"
"CCDC112","blue","blue"
"CCDC113","blue","blue"
"CCDC114","purple","purple"
"CCDC116","yellow","yellow"
"CCDC117","yellow","yellow"
"CCDC12","turquoise","turquoise"
"CCDC121","turquoise","turquoise"
"CCDC122","grey","grey"
"CCDC124","yellow","yellow"
"CCDC125","brown","brown"
"CCDC126","blue","blue"
"CCDC130","yellow","yellow"
"CCDC13","green","green"
"CCDC134","grey","grey"
"CCDC136","grey","grey"
"CCDC137","yellow","yellow"
"CCDC138","green","green"
"CCDC141","red","magenta"
"CCDC142","grey","grey"
"CCDC144A","turquoise","turquoise"
"CCDC144NL","grey","grey"
"CCDC14","green","green"
"CCDC146","green","green"
"CCDC148","brown","brown"
"CCDC149","green","green"
"CCDC150","green","green"
"CCDC151","purple","purple"
"CCDC152","greenyellow","greenyellow"
"CCDC153","purple","purple"
"CCDC154","purple","purple"
"CCDC155","grey","grey"
"CCDC157","purple","purple"
"CCDC15","blue","blue"
"CCDC158","blue","blue"
"CCDC159","purple","purple"
"CCDC160","brown","brown"
"CCDC17","turquoise","turquoise"
"CCDC18","green","green"
"CCDC24","purple","purple"
"CCDC25","green","green"
"CCDC28A","green","green"
"CCDC28B","turquoise","turquoise"
"CCDC30","brown","brown"
"CCDC33","grey","grey"
"CCDC34","tan","tan"
"CCDC36","black","black"
"CCDC3","greenyellow","greenyellow"
"CCDC39","blue","blue"
"CCDC40","brown","brown"
"CCDC42","magenta","magenta"
"CCDC43","magenta","magenta"
"CCDC47","turquoise","turquoise"
"CCDC50","pink","pink"
"CCDC51","turquoise","turquoise"
"CCDC54","grey","grey"
"CCDC57","purple","purple"
"CCDC58","blue","blue"
"CCDC61","yellow","yellow"
"CCDC62","grey","grey"
"CCDC65","brown","brown"
"CCDC66","blue","blue"
"CCDC6","yellow","yellow"
"CCDC68","tan","tan"
"CCDC69","red","magenta"
"CCDC7","grey","grey"
"CCDC73","grey","grey"
"CCDC74A","brown","brown"
"CCDC74B","brown","brown"
"CCDC77","green","green"
"CCDC78","purple","purple"
"CCDC80","black","black"
"CCDC81","grey","grey"
"CCDC82","pink","pink"
"CCDC83","brown","brown"
"CCDC84","turquoise","turquoise"
"CCDC85A","tan","tan"
"CCDC85B","yellow","yellow"
"CCDC85C","grey","grey"
"CCDC86","yellow","yellow"
"CCDC87","brown","brown"
"CCDC8","black","black"
"CCDC88A","pink","pink"
"CCDC88B","red","magenta"
"CCDC88C","grey","grey"
"CCDC89","black","black"
"CCDC91","blue","blue"
"CCDC9","yellow","yellow"
"CCDC93","turquoise","turquoise"
"CCDC96","brown","brown"
"CCHCR1","yellow","yellow"
"CCIN","black","black"
"CCKAR","tan","tan"
"CCKBR","brown","brown"
"CCL11","magenta","magenta"
"CCL13","red","magenta"
"CCL14","greenyellow","greenyellow"
"CCL16","greenyellow","greenyellow"
"CCL17","red","magenta"
"CCL18","red","magenta"
"CCL19","red","magenta"
"CCL20","pink","pink"
"CCL21","red","magenta"
"CCL22","red","magenta"
"CCL23","red","magenta"
"CCL25","red","magenta"
"CCL26","magenta","magenta"
"CCL2","magenta","magenta"
"CCL28","grey","grey"
"CCL3","magenta","magenta"
"CCL3L1","magenta","magenta"
"CCL4","magenta","magenta"
"CCL5","red","magenta"
"CCL7","magenta","magenta"
"CCL8","lightcyan","lightcyan"
"CCM2","yellow","yellow"
"CCNA1","pink","pink"
"CCNA2","green","green"
"CCNB1","green","green"
"CCNB1IP1","midnightblue","midnightblue"
"CCNB2","green","green"
"CCNB3","grey","grey"
"CCNC","purple","purple"
"CCND1","brown","brown"
"CCND2","red","magenta"
"CCND3","blue","blue"
"CCNDBP1","green","green"
"CCNE1","green","green"
"CCNE2","green","green"
"CCNF","green","green"
"CCNG1","blue","blue"
"CCNG2","blue","blue"
"CCNI","turquoise","turquoise"
"CCNI2","grey","grey"
"CCNJ","green","green"
"CCNJL","black","black"
"CCNL1","red","magenta"
"CCNL2","yellow","yellow"
"CCNO","brown","brown"
